id,label,category,hot_technology,in_demand,source,occurrences,occupations
oracle_recovery_manager,Oracle Recovery Manager,Backup or archival software,false,false,O*NET Technology Skills 30.2,1,Database Architects
oracle_reports,Oracle Reports,Data base reporting software,false,false,O*NET Technology Skills 30.2,4,Database Administrators; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
oracle_siebel_marketing_resource_management,Oracle Siebel Marketing Resource Management,Customer relationship management CRM software,false,false,O*NET Technology Skills 30.2,1,Business Intelligence Analysts
oracle_siebel_server_sync,Oracle Siebel Server Sync,Customer relationship management CRM software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
oracle_solaris,Oracle Solaris,Operating system software,false,false,O*NET Technology Skills 30.2,20,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
oracle_sql_developer,Oracle SQL Developer,Development environment software,true,false,O*NET Technology Skills 30.2,5,Business Intelligence Analysts; Computer Systems Analysts; Database Administrators; Database Architects; Software Developers
oracle_sql_loader,Oracle SQL Loader,Data base reporting software,false,false,O*NET Technology Skills 30.2,3,Data Warehousing Specialists; Database Administrators; Database Architects
oracle_sql_plus,Oracle SQL Plus,Data base reporting software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
oracle_taleo,Oracle Taleo,Human resources software,false,false,O*NET Technology Skills 30.2,7,Business Intelligence Analysts; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Information Technology Project Managers; Network and Computer Systems Administrators
oracle_unified_directory,Oracle Unified Directory,Internet directory services software,false,false,O*NET Technology Skills 30.2,1,Information Security Engineers
oracle_warehouse_builder,Oracle Warehouse Builder,Metadata management software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
oracle_weblogic_server,Oracle WebLogic Server,Application server software,false,false,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
orcad_capture,OrCAD Capture,Computer aided design CAD software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
packet_analysis,Packet analysis,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
packet_analyzers,Packet analyzers,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
packet_filter,Packet filter,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,3,Computer Network Architects; Computer Network Support Specialists; Network and Computer Systems Administrators
packet_tracing,Packet tracing,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
palbridge_ubidesk,Palbridge Ubidesk,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
palo_alto_networks_next_generation_security_platform,Palo Alto Networks Next-Generation Security Platform,Network security and virtual private network VPN equipment software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
pandas,pandas,Data base user interface and query software,false,true,O*NET Technology Skills 30.2,2,Computer and Information Research Scientists; Data Scientists
panorama_novaview,Panorama NovaView,Data base reporting software,false,false,O*NET Technology Skills 30.2,1,Business Intelligence Analysts
paraccel_analytic_database,ParAccel Analytic Database,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
parallel_systems,Parallel systems,Clustering software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
parentsquare,ParentSquare,Desktop communications software,false,false,O*NET Technology Skills 30.2,2,Computer User Support Specialists; Network and Computer Systems Administrators
partial_class_generator,Partial class generator,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
pascal,Pascal,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
password_cracker,Password cracker,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
password_management,Password management,Authentication server software,false,false,O*NET Technology Skills 30.2,3,Computer User Support Specialists; Information Security Analysts; Network and Computer Systems Administrators
patch_and_update_management,Patch and update management,Configuration management software,false,false,O*NET Technology Skills 30.2,5,Computer Network Architects; Computer Network Support Specialists; Computer Systems Analysts; Information Security Analysts; Network and Computer Systems Administrators
patch_management,Patch management,Configuration management software,false,false,O*NET Technology Skills 30.2,3,Computer User Support Specialists; Software Developers; Software Quality Assurance Analysts and Testers
pegasus,Pegasus,Electronic mail software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
penetration_testing,Penetration testing,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Information Security Analysts
